Text,Source
"Experts expressed that developing new high level technology industry in Fujian will not only accelerate updating, upgrading and internationalization of local industry, but also make it possible for the area to finally become the best place for cooperation in science and technology, and economy and trade on both sides of the straits.",ontonotes5
"Beside the wide road of the national-level Fuzhou high level science and technology zone, the Zhonghua Imaging Company from Taiwan has undertaken constructing a factory building occupying tens of mu of land, and is preparing to produce monochrome image tubes through high level scientific and technological measures.",ontonotes5
"According to presentations of local officials, apart from the Fuzhou high level science and technology zone, currently, Fujian province possesses another national-level zone in the southern Xiamen SEC.",ontonotes5
"Additionally, five provincial-level high-tech industry development zones have been established in such places as Quanzhou, Putian, Zhangzhou, etc.",ontonotes5
The above-mentioned development zones are basically located in the southeastern area of Fujian whose economy is the most active.,ontonotes5
"Certain new high level technology enterprises, such as Fujian Hitachi Company, Ltd., Xiahua Electronics Company, Ltd., Fujian Shida Public Computer Company, Ltd. and Fujian Computer Peripheral Devices Factory, have already ascended to the ranks of the top 100 high level science and technology enterprises of China.",ontonotes5
Fujian Province is one of the four regions in which the Chinese government decided to accelerate development in the '90s and make efforts in basically realizing modernization in 20 years.,ontonotes5
"At the same time, it is a key region where China strives to strengthen development stamina by developing new high level technology.",ontonotes5
"In the past seventeen years, Fujian Province, through developing its export-oriented economy, has made itself another economically prosperous region between the Zhujiang Delta and the Yangtze Delta.",ontonotes5
"People in economic circles here believe that, as the famous hometown of overseas Chinese which has maintained good long-term economic and trade relations and market connections with the regions of Hong Kong, Macao and Taiwan, and draws from such advantageous conditions as financing, information transmission, industry conversion, etc., Fujian will have great prospects of developing new high level technology industry.",ontonotes5
"Xinhua News Agency, Tianjin, April 6th, by reporter Daojia Li",ontonotes5
"The economy and trade exchange between Tianjin, an important economic city of north China, and the Russian Federation is currently steadily developing, and has shown new features.",ontonotes5
"This reporter learned that, last year, Tianjin's export trade volume to Russia was 25 million US dollars, imports were more than 20 million US dollars, with export volume growing by more than 80 percent since 1994.",ontonotes5
"Aside from this, Tianjin has more than ten enterprises that have established companies or representative offices in Russia; Russian companies investing in Tianjin also have reached more than 20.",ontonotes5
"According to general understanding, Tianjin and Russia are interlinked with convenient express air, sea, and land ports, and have historically had substantive barter trade and economic trade co-operation.",ontonotes5
"In the past two years, with the development and change in the economy of the Russian Federation, general methods of bilateral trade have already gradually replaced barter trade, and trading volume has steadily increased.",ontonotes5
"At present, Binhai International Airport in Tianjin has become the largest airport in China for Community of Independent States countries ' air freighters in terms of the number of flights and the amount of products transported for export from China.",ontonotes5
"Officials from Tianjin Foreign Economic and Trade Committee say that Tianjin and Russia are geographically adjacent, and have a strong trade complement.",ontonotes5
"As an important industrial city in northern China and a foreign trade port with vast inland, Tianjin's light industry products, food products and livestock products exported to Russia last year accounted for 50% of the amount of export from Tianjin to Russia; whereas steel and non-ferrous metals imported from Russia accounted for 60% of import volume from Russia.",ontonotes5
"As Russia's domestic need for industrial products develops towards medium and advanced levels and its domestic economic situation stabilizes, many Tianjin""triple-funded enterprises""are actively seeking to enter the Russian market.",ontonotes5
"Since the end of last year, some large-scale professional foreign trade companies started to send sales teams, exhibition sale delegations, etc., to enter Russia to seek to expand business.",ontonotes5
"Relevant people who analyzed, believe that with the promotion of economic and trade relations between the Chinese and Russian governments, the prospects of trade, investment, labor service exchange activities, etc., between Tianjin and the Russian Commonwealth look good.",ontonotes5
"Xinhua News Agency, Canberra, April 12th",ontonotes5
"Tona, the Australian foreign affairs minister, recently said in Sydney that the Australian government will maintain a one-China policy, and that the relationship between Australia and China is a central point of Australia's foreign policy.",ontonotes5
Tona made this announcement while explaining Australia's Asian policy structure to foreign reporters.,ontonotes5
He said that strengthening bilateral relations was one of the main characteristics of the new Australian government's policies towards Asia and other areas of the world.,ontonotes5
"He especially mentioned that Australia plans to strengthen bilateral relations with such Asian countries as China, Indonesia, Japan, Korea, India, etc.",ontonotes5
He said that the recently elected coalition government of the Liberal Party and the National Party would encourage the overall development of trade and investment relations with China.,ontonotes5
"The Australian government would continue to promote the complementary economic cooperation between Australia and China, and would open relations between the business circles of Australia and China.",ontonotes5
"Xinhua News Agency, Guangzhou, April 16th, by reporter Wenjian Mou and Guangzhi Ling",ontonotes5
"Relying on the 300,000 ton Maoming ethylene project, the Shuidong Development Zone continuously strengthens its attraction for overseas investment and is becoming the new investment hotspot of southern China.",ontonotes5
